name,description,category,min_max_version,max_max_version,inlets,outlets,is_ui_object,is_deprecated,recommended_alternative
gigaverb~,ギガバーブ。高品質なリバーブエフェクト,audio/reverb,5.0,8.5,2,2,FALSE,FALSE,NULL
granubuf~,グラニュラー合成。バッファーからのグレイン生成,audio/granular,6.0,8.5,1,1,FALSE,FALSE,NULL
grainbang~,粒状音源生成。バング駆動のグレイン生成,audio/granular,6.0,8.5,1,1,FALSE,FALSE,NULL
harmonics~,ハーモニクス生成。倍音構造の制御,audio/synthesis,5.0,8.5,2,1,FALSE,FALSE,NULL
morphfilter~,モーフィングフィルター。複数フィルター間の補間,audio/filter,6.0,8.5,2,1,FALSE,FALSE,NULL
peakamp~,ピーク振幅検出。信号の最大振幅測定,audio/analysis,4.0,8.5,1,1,FALSE,FALSE,NULL
zerox~,ゼロクロッシング検出。信号の極性変化検出,audio/analysis,4.0,8.5,1,1,FALSE,FALSE,NULL
sfplay~,サウンドファイル再生。オーディオファイル再生,audio/playback,4.0,8.5,1,2,FALSE,FALSE,NULL
sfrecord~,サウンドファイル録音。オーディオファイル記録,audio/record,4.0,8.5,2,0,FALSE,FALSE,NULL
waveform~,波形表示。オーディオシグナルの波形描画,audio/ui,4.0,8.5,1,0,TRUE,FALSE,NULL
spectroscope~,スペクトル表示。周波数スペクトルの可視化,audio/ui,4.0,8.5,1,0,TRUE,FALSE,NULL
analyzer~,スペクトル解析。FFTベースのスペクトル分析,audio/analysis,5.0,8.5,1,2,FALSE,FALSE,NULL
chucker~,オーディオ断片化。音声シャッフルエフェクト,audio/effects,5.0,8.5,2,1,FALSE,FALSE,NULL
teeth~,歯車波形。非線形波形発生,audio/synthesis,5.0,8.5,1,1,FALSE,FALSE,NULL
tap.shift~,ピッチシフト。音高変更エフェクト,audio/pitch,6.0,8.5,2,1,FALSE,FALSE,NULL
tap.verb~,リバーブエフェクト。残響効果,audio/reverb,6.0,8.5,2,2,FALSE,FALSE,NULL
blotar~,ブローターモデル。物理モデリング楽器,audio/physical,5.0,8.5,1,1,FALSE,FALSE,NULL
bowed~,擦弦楽器モデル。バイオリン系物理モデリング,audio/physical,5.0,8.5,1,1,FALSE,FALSE,NULL
marimba~,マリンバモデル。打楽器物理モデリング,audio/physical,5.0,8.5,1,1,FALSE,FALSE,NULL
sitar~,シタールモデル。弦楽器物理モデリング,audio/physical,5.0,8.5,1,1,FALSE,FALSE,NULL
collision~,衝突モデル。物理的衝突の音響モデル,audio/physical,6.0,8.5,2,1,FALSE,FALSE,NULL
simpwave~,波形表。単純な波形発生器,audio/synthesis,4.0,8.5,2,1,FALSE,FALSE,NULL
partconv~,パーティションコンボリューション。効率的な畳み込み,audio/convolution,6.0,8.5,2,1,FALSE,FALSE,NULL
quadpan~,四方向パンニング。空間的なサウンド配置,audio/spatialization,5.0,8.5,5,4,FALSE,FALSE,NULL
rewire~,ReWire接続。DAWとの同期接続,audio/daw,5.0,8.5,2,2,FALSE,FALSE,NULL
rtout~,リアルタイム出力。同期外オーディオ出力,audio/io,4.0,8.5,1,0,FALSE,FALSE,NULL
rtin~,リアルタイム入力。同期外オーディオ入力,audio/io,4.0,8.5,1,1,FALSE,FALSE,NULL
vectral~,ベクトルシンセシス。ベクトルベースの音響合成,audio/synthesis,6.0,8.5,3,1,FALSE,FALSE,NULL
yafr2~,リバーブ。残響効果,audio/effects,4.0,8.5,2,2,FALSE,FALSE,NULL
allpass~,オールパスフィルター。位相特性のみを変更,audio/filter,4.0,8.5,2,1,FALSE,FALSE,NULL
pong~,信号リミッター。範囲制限とバウンド効果,audio/dynamics,4.0,8.5,3,1,FALSE,FALSE,NULL
sah~,サンプル&ホールド。信号のステップ化,audio/sample,4.0,8.5,2,1,FALSE,FALSE,NULL
lookup~,テーブルルックアップ。波形歪みエフェクト,audio/waveshaping,4.0,8.5,2,1,FALSE,FALSE,NULL
minimum~,最小値選択。複数入力からの最小値選択,audio/utility,4.0,8.5,2,1,FALSE,FALSE,NULL
maximum~,最大値選択。複数入力からの最大値選択,audio/utility,4.0,8.5,2,1,FALSE,FALSE,NULL
feed~,フィードバック回路。自己フィードバック処理,audio/feedback,7.0,8.5,1,1,FALSE,FALSE,NULL
elastic~,エラスティック時間伸縮。タイムストレッチ処理,audio/time,7.0,8.5,1,1,FALSE,FALSE,NULL
meshwarp,メッシュワープ。格子ベースの画像変形,ui/transform,5.0,8.5,1,1,TRUE,FALSE,NULL
nodes,ノードエディター。接続可能なノードUI,ui/patching,6.0,8.5,1,1,TRUE,FALSE,NULL
lh.elasticx,弾性スライダー。物理的挙動のスライダーUI,ui/physics,6.0,8.5,1,1,TRUE,FALSE,NULL
zoomview,ズーム可能ビュー。拡大縮小可能な表示領域,ui/visualization,6.0,8.5,1,1,TRUE,FALSE,NULL
colorwheel,カラーホイール。色選択インターフェース,ui/color,6.0,8.5,1,1,TRUE,FALSE,NULL
colorpicker,カラーピッカー。色選択ダイアログ,ui/color,6.0,8.5,1,1,TRUE,FALSE,NULL
multitoggle,複数トグル。格子状のスイッチ配列,ui/control,4.0,8.5,1,1,TRUE,FALSE,NULL
hslider,水平スライダー。横方向の値調整,ui/control,4.0,8.5,1,1,TRUE,FALSE,NULL
vslider,垂直スライダー。縦方向の値調整,ui/control,4.0,8.5,1,1,TRUE,FALSE,NULL
ubutton,透明ボタン。クリック検出エリア,ui/control,4.0,8.5,1,1,TRUE,FALSE,NULL
pictctrl,画像付きコントロール。カスタム外観のボタン,ui/control,4.0,8.5,1,1,TRUE,FALSE,NULL
lcd,カスタム描画領域。グラフィック描画用キャンバス,ui/drawing,4.0,8.5,1,0,TRUE,TRUE,jit.mgraphics
filtergraph~,フィルター応答グラフ。周波数特性表示,audio/ui,5.0,8.5,1,1,TRUE,FALSE,NULL
ezadc~,イージーオーディオ入力。シンプルなオーディオ入力,audio/io,4.0,8.5,0,2,FALSE,FALSE,NULL
ezdac~,イージーオーディオ出力。シンプルなオーディオ出力,audio/io,4.0,8.5,2,0,FALSE,FALSE,NULL
bcf2000,BCF2000コントローラーインターフェース。MIDIコントローラー連携,controller/midi,5.0,8.5,1,1,FALSE,TRUE,NULL
mikro,Mikro MK2コントローラーインターフェース。NI機器連携,controller/midi,6.0,8.5,1,1,FALSE,FALSE,NULL
o.pack,OSCメッセージパック。OpenSoundControlデータ構築,osc,6.0,8.5,9,1,FALSE,FALSE,NULL
o.route,OSCメッセージルーティング。OSCアドレス振り分け,osc,6.0,8.5,1,9,FALSE,FALSE,NULL
o.display,OSC可視化。OSCメッセージの表示,osc/ui,6.0,8.5,1,0,TRUE,FALSE,NULL
o.compose,OSC構成エディター。OSCメッセージの編集UI,osc/ui,6.0,8.5,1,1,TRUE,FALSE,NULL
xray~,シグナルプローブ。DSPシグナルチェーン監視,audio/debug,6.0,8.5,1,1,FALSE,FALSE,NULL
chebyshape~,チェビシェフ波形整形。非線形波形変換,audio/waveshaping,5.0,8.5,2,1,FALSE,FALSE,NULL
buffir~,バッファベースFIRフィルタ。インパルス応答フィルタリング,audio/filter,5.0,8.5,2,1,FALSE,FALSE,NULL
vocoder~,ボコーダー。声質変換エフェクト,audio/effects,5.0,8.5,2,1,FALSE,FALSE,NULL
dynamicdsp~,動的DSPネットワーク。実行時に変更可能なDSPチェーン,audio/patching,6.0,8.5,1,1,FALSE,FALSE,NULL
sfizz~,SFZ音源プレーヤー。SFZフォーマットのサンプル再生,audio/sampler,7.0,8.5,2,2,FALSE,FALSE,NULL
lores~,ローパスレゾナントフィルター。カットオフと共鳴のコントロール,audio/filter,4.0,8.5,3,1,FALSE,FALSE,NULL
polybuffer~,複数バッファ管理。サンプルコレクション管理,audio/buffer,6.0,8.5,1,1,FALSE,FALSE,NULL
wave~,波形表示。バッファ内容の視覚化,audio/ui,4.0,8.5,1,0,TRUE,FALSE,NULL
adoutput~,オーディオ出力割り当て。柔軟なチャネルルーティング,audio/io,6.0,8.5,16,0,FALSE,FALSE,NULL
adinput~,オーディオ入力割り当て。柔軟なチャネルルーティング,audio/io,6.0,8.5,1,16,FALSE,FALSE,NULL
buffet~,バッファユーティリティー。バッファ操作機能集,audio/buffer,6.0,8.5,1,1,FALSE,FALSE,NULL
concat~,音声連結。バッファからの連続再合成,audio/sampling,6.0,8.5,2,1,FALSE,FALSE,NULL
multiconvolve~,マルチチャンネルコンボリューション。複数IRでの畳み込み,audio/convolution,6.0,8.5,2,2,FALSE,FALSE,NULL
xgroove~,拡張グルーブプレーヤー。高度なバッファ再生,audio/playback,6.0,8.5,2,2,FALSE,FALSE,NULL
dx7~,DX7エミュレーション。FMシンセシス,audio/synthesis,6.0,8.5,2,1,FALSE,FALSE,NULL
adsr~,エンベロープジェネレーター。アタック/ディケイ/サステイン/リリース,audio/envelope,4.0,8.5,5,1,FALSE,FALSE,NULL
function~,マルチポイントエンベロープ。任意形状のエンベロープ,audio/envelope,5.0,8.5,1,1,FALSE,FALSE,NULL
techno~,テクノビートジェネレーター。リズムパターン生成,audio/rhythm,4.0,8.5,1,1,FALSE,FALSE,NULL
bpatcher,パッチャー埋め込み。サブパッチをUIとして埋め込み,ui/patching,4.0,8.5,0,0,TRUE,FALSE,NULL
zplane~,Z平面フィルター設計。ポール/ゼロ配置によるフィルター,audio/filter,6.0,8.5,1,1,FALSE,FALSE,NULL
svoice~,声質変換エンジン。ボーカルプロセッサー,audio/voice,7.0,8.5,2,1,FALSE,FALSE,NULL
vimic~,バーチャルマイク。空間音響シミュレーション,audio/spatial,6.0,8.5,2,8,FALSE,FALSE,NULL
csound~,Csoundエンジン。Csoundコードの実行,audio/external,5.0,8.5,1,2,FALSE,FALSE,NULL
gizmo~,スペクトル処理ユーティリティー。実験的スペクトル加工,audio/spectral,5.0,8.5,1,1,FALSE,FALSE,NULL
globaltransport,グローバルトランスポート。セッション全体のテンポと位置管理,timing/transport,6.0,8.5,9,9,FALSE,FALSE,NULL
aka.bookmotion,物理ベースアニメーション。ページめくりエフェクト,ui/animation,6.0,8.5,1,0,TRUE,FALSE,NULL
aka.wiiremote,Wiiリモコンインターフェース。Wiiコントローラー連携,controller/hardware,6.0,8.5,1,3,FALSE,FALSE,NULL
asyncwrite~,非同期ファイル書き込み。パフォーマンスを妨げないディスク書き込み,audio/file,6.0,8.5,9,0,FALSE,FALSE,NULL
audio.bundler,オーディオバンドル作成。パッケージ化されたオーディオ処理,audio/patching,7.0,8.5,9,9,FALSE,FALSE,NULL
colorpicker,カラーピッカーUI。色選択インターフェース,ui/color,5.0,8.5,1,1,TRUE,FALSE,NULL
crosspatch~,動的オーディオルーティング。柔軟なシグナルルーティングマトリックス,audio/routing,6.0,8.5,9,9,FALSE,FALSE,NULL
data-mxd,データセット管理。多次元データの格納と操作,data,6.0,8.5,1,1,FALSE,FALSE,NULL
dmr.boids,ボイドシミュレーション。群れ行動モデル,ui/simulation,6.0,8.5,1,1,TRUE,FALSE,NULL
dmr.model,3Dモデルローダー。OBJファイル表示,3d/import,6.0,8.5,1,0,TRUE,FALSE,NULL
ejies.badge,インフォメーションバッジ。パッチ内の注釈表示,ui/annotation,5.0,8.5,1,0,TRUE,FALSE,NULL
ejies.lslider,リンクスライダー。連動するスライダーUI,ui/control,5.0,8.5,1,2,TRUE,FALSE,NULL
filterdesign,フィルター設計ツール。デジタルフィルターの設計と可視化,audio/filter/design,5.0,8.5,1,1,FALSE,FALSE,NULL
fluidsynth~,FluidSynthエンジン。SoundFont2ファイル再生,audio/synthesis,6.0,8.5,2,2,FALSE,FALSE,NULL
fs.mapcollection,マップコレクション。自己組織化マップの集合,ml/visualization,7.0,8.5,1,1,FALSE,FALSE,NULL
fs.mapcreate,マップ作成。自己組織化マップの生成,ml/training,7.0,8.5,1,1,FALSE,FALSE,NULL
ht.sl.drawline,描画ライン。スタイル付きライン描画,ui/drawing,6.0,8.5,1,0,TRUE,FALSE,NULL
j.hub,Jamoma管理ハブ。モジュラーシステム管理,jamoma/system,6.0,8.5,1,1,FALSE,FALSE,NULL
j.in,Jamomaモジュール入力。モジュール間通信,jamoma/io,6.0,8.5,1,1,FALSE,FALSE,NULL
j.out,Jamomaモジュール出力。モジュール間通信,jamoma/io,6.0,8.5,1,1,FALSE,FALSE,NULL
j.parameter,Jamomaパラメーター。モジュールパラメーター宣言,jamoma/parameter,6.0,8.5,1,1,FALSE,FALSE,NULL
jg.pi.maxpat,パイ計算デモ。数学的近似アルゴリズム,math/example,5.0,8.5,1,1,FALSE,FALSE,NULL
jit.eclipse,円形マスク生成。円形の透明マスク,jitter/shape,5.0,8.5,1,1,FALSE,FALSE,NULL
jit.fluoride,流体シミュレーション。ビジュアル流体効果,jitter/simulation,5.0,8.5,1,1,FALSE,FALSE,NULL
jit.gl.handle,3D操作ハンドル。オブジェクト変形UI,jitter/gl/ui,5.0,8.5,1,1,TRUE,FALSE,NULL
jit.gl.isosurf,等値面抽出。ボリュームデータからの表面生成,jitter/gl/visualization,6.0,8.5,1,1,FALSE,FALSE,NULL
jit.gl.oscope,オシロスコープ表示。3D空間での波形表示,jitter/gl/visualization,6.0,8.5,1,0,TRUE,FALSE,NULL
jit.gl.plato,プラトン立体。正多面体生成,jitter/gl/shape,5.0,8.5,1,1,FALSE,FALSE,NULL
jit.gl.slab,GPUシェーダーステージ。マルチパスシェーダー処理,jitter/gl/shader,6.0,8.5,1,1,FALSE,FALSE,NULL
jit.graph,グラフ描画。2D数値データ可視化,jitter/visualization,5.0,8.5,1,1,FALSE,FALSE,NULL
jit.guill,ギロシェパターン。装飾的な幾何学模様,jitter/pattern,5.0,8.5,1,1,FALSE,FALSE,NULL
jit.linden,リンデンマイヤーシステム。L-system図形生成,jitter/generative,5.0,8.5,1,1,FALSE,FALSE,NULL
jit.lumakey,輝度ベースキーイング。明るさによる透明化,jitter/keying,5.0,8.5,1,1,FALSE,FALSE,NULL
jit.mo.join,モーションデータ結合。複数ソースの動きデータ統合,jitter/motion,6.0,8.5,2,1,FALSE,FALSE,NULL
jit.mo.time,モーション時間処理。動きデータの時間操作,jitter/motion,6.0,8.5,1,1,FALSE,FALSE,NULL
jit.pattern,パターン生成。ビジュアルパターン作成,jitter/gen,5.0,8.5,1,1,FALSE,FALSE,NULL
jit.unpack,マトリックスプレーン展開。多プレーンマトリックスの分解,jitter/structure,5.0,8.5,1,4,FALSE,FALSE,NULL
jit.uyvy2argb,UYVY→ARGB変換。ビデオフォーマット変換,jitter/color,5.0,8.5,1,1,FALSE,FALSE,NULL
jit.vcr,ビデオテープシミュレーション。VHSテープ風エフェクト,jitter/effects,5.0,8.5,1,1,FALSE,FALSE,NULL
jit.wake,渦巻きパターン。流体力学的な渦効果,jitter/fluid,5.0,8.5,1,1,FALSE,FALSE,NULL
jitter,Jitterコンポーネント統合。ビデオ/行列処理の基盤,jitter/core,5.0,8.5,1,1,FALSE,FALSE,NULL
max,Maxコンポーネント統合。メッセージ処理の基盤,max/core,4.0,8.5,1,1,FALSE,FALSE,NULL
maxcore,内部コア機能。システム低レベルアクセス,max/core,4.0,8.5,1,1,FALSE,FALSE,NULL
mfl.branch,MFL分岐制御。メタプログラミング制御構造,mfl/control,6.0,8.5,3,3,FALSE,FALSE,NULL
mlmat.gmm,混合ガウスモデル。確率密度推定,mlmat/ml,8.0,8.5,1,2,FALSE,FALSE,NULL
mlmat.knn,K近傍法。最近傍分類アルゴリズム,mlmat/ml,8.0,8.5,1,2,FALSE,FALSE,NULL
mlmat.peak,ピーク検出。データの局所最大値検出,mlmat/analysis,8.0,8.5,1,2,FALSE,FALSE,NULL
mlmat.plot,プロット表示。データの可視化,mlmat/visualization,8.0,8.5,1,0,TRUE,FALSE,NULL
mlmat.som,自己組織化マップ。次元削減と可視化,mlmat/ml,8.0,8.5,1,2,FALSE,FALSE,NULL
mlrmap,マッピング管理。入出力値の対応付け,mapping,6.0,8.5,1,1,FALSE,FALSE,NULL
mp.node,MobMuPlat連携ノード。モバイルアプリとの通信,mobile/ui,7.0,8.5,1,1,FALSE,FALSE,NULL
mpr.cv.ghost,輪郭ゴースト。動きの残像エフェクト,mpr/video,6.0,8.5,1,1,FALSE,FALSE,NULL
mpr.gan,GANインターフェース。敵対的生成ネットワーク制御,ml/gan,8.0,8.5,1,1,FALSE,FALSE,NULL
mpr.nn.mlp,多層パーセプトロン。ニューラルネットワークモデル,ml/nn,7.0,8.5,1,2,FALSE,FALSE,NULL
mpr.preprocessor,前処理ユーティリティー。機械学習データ準備,ml/preprocessing,7.0,8.5,1,1,FALSE,FALSE,NULL
mubu.concat~,連結合成。サンプルコンカチネイティブ合成,mubu/synthesis,7.0,8.5,2,1,FALSE,FALSE,NULL
mubu.hhmm,階層的隠れマルコフモデル。時系列モデリング,mubu/ml,7.0,8.5,1,2,FALSE,FALSE,NULL
mubu.knn,K近傍法。類似データポイント検索,mubu/ml,7.0,8.5,1,2,FALSE,FALSE,NULL
multiband_compressor~,マルチバンドコンプレッサー。周波数帯別ダイナミクス処理,audio/dynamics,6.0,8.5,1,1,FALSE,FALSE,NULL
nw.gverb~,幾何学的リバーブ。物理ベースの残響エフェクト,audio/reverb,6.0,8.5,1,2,FALSE,FALSE,NULL
nw.pulseosc~,パルスオシレーター。可変パルス幅の矩形波,audio/synthesis,6.0,8.5,2,1,FALSE,FALSE,NULL
nw.recordplus~,拡張録音機能。高度なオーディオ録音,audio/record,6.0,8.5,1,1,FALSE,FALSE,NULL
o.collect,OSCコレクション。OSCメッセージのグループ化,osc,6.0,8.5,9,1,FALSE,FALSE,NULL
o.compose,OSC作成インターフェース。OSC形式のデータ構築UI,osc/ui,6.0,8.5,1,1,TRUE,FALSE,NULL
o.display,OSC表示。OSCメッセージの可視化,osc/ui,6.0,8.5,1,0,TRUE,FALSE,NULL
o.explode,OSC分解。OSCバンドルを個別メッセージに分解,osc,6.0,8.5,1,1,FALSE,FALSE,NULL
ol.pong,ポンゲーム。クラシックなゲーム実装,game,6.0,8.5,1,0,TRUE,FALSE,NULL
peter.granulator~,ピーターグラニュレーター。グレイン合成エンジン,audio/granular,6.0,8.5,2,1,FALSE,FALSE,NULL
prc.alpha,プロジェクト管理。大規模パッチプロジェクト管理,utilities/project,6.0,8.5,1,1,FALSE,FALSE,NULL
sdt.break~,破砕音モデル。物理的破壊音の合成,audio/physical,7.0,8.5,1,1,FALSE,FALSE,NULL
sdt.friction~,摩擦音モデル。物理的摩擦音の合成,audio/physical,7.0,8.5,1,1,FALSE,FALSE,NULL
sdt.impact~,衝撃音モデル。物理的衝突音の合成,audio/physical,7.0,8.5,1,1,FALSE,FALSE,NULL
sdt.motor~,モーター音モデル。機械的回転音の合成,audio/physical,7.0,8.5,1,1,FALSE,FALSE,NULL
sg.solids,ソリッドジオメトリ。基本的な立体形状,ui/3d,6.0,8.5,1,1,TRUE,FALSE,NULL
SPAT5.viewer,空間音響可視化。3Dオーディオの視覚的表現,audio/spatial/ui,7.0,8.5,1,0,TRUE,FALSE,NULL
tap.delay.st~,ステレオディレイ。時間差エコーエフェクト,audio/delay,6.0,8.5,2,2,FALSE,FALSE,NULL
tap.limiter~,リミッター。オーディオピーク制限,audio/dynamics,6.0,8.5,1,1,FALSE,FALSE,NULL
tap.verb~,リバーブエフェクト。室内音響シミュレーション,audio/reverb,6.0,8.5,1,2,FALSE,FALSE,NULL
td.objects,TouchDesigner連携。TDとのデータ交換,integration/td,7.0,8.5,1,1,FALSE,FALSE,NULL
tl.reverb~,リバーブエフェクト。空間シミュレーション,audio/reverb,6.0,8.5,2,2,FALSE,FALSE,NULL
vz.fadr,VIZZIE信号ミキシング。ビデオミキサー,vizzie/mixing,6.0,8.5,3,1,FALSE,FALSE,NULL
vz.hpgl,VIZZIE高解像度。高品質グラフィック生成,vizzie/graphics,6.0,8.5,1,1,FALSE,FALSE,NULL
vz.movie,VIZZIEムービープレーヤー。ビデオファイル再生,vizzie/playback,6.0,8.5,1,1,FALSE,FALSE,NULL
vz.startr,VIZZIE制御パネル。Vizzieパッチの中央制御,vizzie/control,6.0,8.5,0,1,TRUE,FALSE,NULL
vz.twistr,VIZZIE効果制御。エフェクトパラメータ操作,vizzie/effect,6.0,8.5,1,1,TRUE,FALSE,NULL
vz.viewr,VIZZIEビューア。ビデオ出力表示,vizzie/playback,6.0,8.5,1,0,TRUE,FALSE,NULL
vz.xfadr,VIZZIEクロスフェーダー。2つのソース間のブレンド,vizzie/mixing,6.0,8.5,3,1,FALSE,FALSE,NULL
widget,ウィジェットプロトタイピング。UIコンポーネント開発,ui/dev,7.0,8.5,1,1,TRUE,FALSE,NULL
xsample~,拡張サンプルプレーヤー。高度なサンプル再生,audio/sample,6.0,8.5,2,1,FALSE,FALSE,NULL
min.buffer.index~,バッファインデックス参照。サンプル位置でのバッファ値アクセス,min/audio/buffer,7.0,8.5,2,1,FALSE,FALSE,NULL
min.buffer.loop~,バッファループ再生。ループ可能なバッファ再生,min/audio/buffer,7.0,8.5,2,1,FALSE,FALSE,NULL
min.convolve,コンボリューション演算。信号畳み込み処理,min/math,7.0,8.5,2,1,FALSE,FALSE,NULL
min.dict.join,辞書結合。複数の辞書オブジェクトを統合,min/dict,7.0,8.5,2,1,FALSE,FALSE,NULL
min.edge~,エッジ検出器。信号遷移（ゼロクロッシング）検出,min/audio/analysis,7.0,8.5,1,1,FALSE,FALSE,NULL
min.edgelow~,エッジ(低)検出器。下降方向のエッジ検出,min/audio/analysis,7.0,8.5,1,1,FALSE,FALSE,NULL
min.environment,環境情報取得。パッチ環境の情報参照,min/utilities,7.0,8.5,1,1,FALSE,FALSE,NULL
min.list.process,リスト処理。リスト要素の様々な加工,min/list,7.0,8.5,2,1,FALSE,FALSE,NULL
min.meter~,レベルメーター。オーディオ信号レベルの視覚化,min/audio/ui,7.0,8.5,1,0,TRUE,FALSE,NULL
min.multitouch,マルチタッチハンドリング。複数タッチポイントの処理,min/ui/touch,7.0,8.5,1,1,FALSE,FALSE,NULL
min.note.make,MIDIノート生成。MIDI形式の音符情報作成,min/midi,7.0,8.5,1,1,FALSE,FALSE,NULL
min.patcher.control,パッチャーコントロール。外部パッチャーの操作,min/patching,7.0,8.5,1,1,FALSE,FALSE,NULL
min.phasor~,位相発振器。循環位相信号生成,min/audio/oscillator,7.0,8.5,2,1,FALSE,FALSE,NULL
min.textslider,文字付きスライダー。ラベル表示のあるスライダーUI,min/ui,7.0,8.5,1,1,TRUE,FALSE,NULL
min.threadcheck,スレッド状態確認。実行スレッドのチェック,min/utilities,7.0,8.5,1,1,FALSE,FALSE,NULL
min.xfade~,クロスフェード。複数信号間のブレンド,min/audio/mixing,7.0,8.5,3,1,FALSE,FALSE,NULL
min.markdown,マークダウン表示。マークダウン形式のテキスト表示,min/text,7.0,8.5,1,0,TRUE,FALSE,NULL
min.pi,π値出力。円周率を出力,min/math,7.0,8.5,1,1,FALSE,FALSE,NULL
min.project,プロジェクト情報。現在のプロジェクト詳細,min/utilities,7.0,8.5,1,1,FALSE,FALSE,NULL